seed,EM_ascent,posterior_matches_def,final_loglik,n_EM_iters
0,True,True,2.527405167541616,300
1,True,True,-7.548758018889416,300
2,True,True,22.314833783528343,188
3,True,True,-17.0755261828116,300
4,True,True,14.623729751705866,300
5,True,True,8.826089800696053,300
6,True,True,23.4343250736014,300
7,True,True,6.524922480559624,300
