route,dataset,seed,condition,original_rows,train_rows,test_rows,raw_features,rff_features,rff_gamma,outliers,rmse_joint,rmse_model_only,rmse_ridge,rmse_huber,weight_ess_joint,data_ess_joint,outlier_recall_joint,joint_iterations,joint_converged,model_only_iterations
4,Concrete,0,clean,1030,824,206,8,256,0.07490440058855784,0,6.360159673964347,6.004852640575452,6.124023577607086,6.665932200922807,0.14455562915043305,0.5068416144991182,nan,80,False,80
4,Concrete,0,contaminated_10pct,1030,824,206,8,256,0.07490440058855784,82,7.813185245490281,9.638783188553187,9.695637237302895,7.664567295282638,0.17594186438983442,0.5027423931033154,0.9512195121951219,80,False,80
4,Concrete,1,clean,1030,824,206,8,256,0.06959699449326834,0,7.410140303734883,6.9570562355760845,6.881556014690308,7.5059635039343435,0.13896503165457724,0.5068181856404361,nan,80,False,80
4,Concrete,1,contaminated_10pct,1030,824,206,8,256,0.06959699449326834,82,7.763324320388005,10.026205428060779,8.747842899706072,7.6160124653818935,0.16137424976508655,0.5085522808757846,1.0,80,False,80
4,Concrete,2,clean,1030,824,206,8,256,0.07366815277712228,0,6.076039491863162,5.7300369541003136,6.012064571578931,6.582811863555675,0.15197850130813437,0.503225091056788,nan,80,False,80
4,Concrete,2,contaminated_10pct,1030,824,206,8,256,0.07366815277712228,82,7.330553575138922,8.526020665771584,7.866893531975448,6.93246995664303,0.17251881304802227,0.5063230792331477,0.975609756097561,80,False,80
4,Concrete,3,clean,1030,824,206,8,256,0.07526401105043143,0,5.673705922821624,5.546773355912812,5.555808892194589,6.669117463647821,0.12643150180914384,0.512511187688306,nan,80,False,80
4,Concrete,3,contaminated_10pct,1030,824,206,8,256,0.07526401105043143,82,7.344698078328721,7.95997394231911,7.9876911821112255,7.013088000353979,0.13953793107580448,0.5055911687739939,0.9634146341463414,80,False,80
4,Concrete,4,clean,1030,824,206,8,256,0.07366625855297827,0,6.923551006607653,6.354375762681371,6.656732865614514,7.141519123829189,0.15690734675443374,0.5120913169008771,nan,80,False,80
4,Concrete,4,contaminated_10pct,1030,824,206,8,256,0.07366625855297827,82,7.072627559218718,8.558703371538488,8.621814899287118,7.143405734111984,0.16671662192827613,0.5052366986549038,0.9634146341463414,80,False,80
4,Concrete,5,clean,1030,824,206,8,256,0.07671518333128016,0,6.352555302092236,6.114332313053872,6.473592207506716,6.861847920899026,0.17909820542698898,0.5089391032092517,nan,80,False,80
4,Concrete,5,contaminated_10pct,1030,824,206,8,256,0.07671518333128016,82,7.8902703375617715,8.182051809718486,7.581596172815952,6.94213521095101,0.18800655936659783,0.5004712907584709,0.975609756097561,80,False,80
4,Concrete,6,clean,1030,824,206,8,256,0.07486379560117037,0,5.972475827294459,5.788827334866747,5.677226875800859,6.963798551021677,0.14945025443719573,0.5170888685844032,nan,80,False,80
4,Concrete,6,contaminated_10pct,1030,824,206,8,256,0.07486379560117037,82,6.635377259456278,8.08301696548963,8.336177512727346,6.96588866044059,0.1781498313096696,0.4966518642090397,0.9878048780487805,80,False,80
4,Concrete,7,clean,1030,824,206,8,256,0.07229283354284106,0,5.255151818608656,5.3510229073297495,5.192648611727436,5.363055352627239,0.11745892316113445,0.5039387858893756,nan,80,False,80
4,Concrete,7,contaminated_10pct,1030,824,206,8,256,0.07229283354284106,82,6.376632235342059,8.917159680105067,7.593227585143313,5.811109137847072,0.17888338509332594,0.49892003275572927,0.9878048780487805,80,False,80
4,Concrete,8,clean,1030,824,206,8,256,0.07496856722809746,0,5.977237009621615,5.685869277274578,5.538571345830804,6.446929953290067,0.09964639292977039,0.520579900615058,nan,80,False,80
4,Concrete,8,contaminated_10pct,1030,824,206,8,256,0.07496856722809746,82,6.204867834384663,7.212525706693086,6.95275067961647,6.142979302969581,0.12228492401801898,0.4995131955128192,0.975609756097561,80,False,80
4,Concrete,9,clean,1030,824,206,8,256,0.07840669292427013,0,6.292889006748197,5.87484882599902,5.797435961748226,6.02371082832093,0.10295852448384968,0.509501196107238,nan,80,False,80
4,Concrete,9,contaminated_10pct,1030,824,206,8,256,0.07840669292427013,82,6.730503562821158,7.813119139184877,7.203879912580932,6.05907518800743,0.20031594134708997,0.511992475388647,0.9634146341463414,80,False,80
