route,dataset,seed,condition,original_rows,train_rows,test_rows,raw_features,rff_features,rff_gamma,outliers,rmse_joint,rmse_model_only,rmse_ridge,rmse_huber,weight_ess_joint,data_ess_joint,outlier_recall_joint,joint_iterations,joint_converged,model_only_iterations
3,Yacht,0,clean,308,246,62,6,256,0.09213059375252568,0,1.4289470510072932,0.5721927067728036,0.5535417094792302,3.5910118726157036,0.11769631437421273,0.6244995697581536,nan,80,False,80
3,Yacht,0,contaminated_10pct,308,246,62,6,256,0.09213059375252568,24,1.7408869396722992,7.000982084827713,7.784100549231586,4.036681225147857,0.24936975332870864,0.6091700985275479,1.0,80,False,80
3,Yacht,1,clean,308,246,62,6,256,0.09167509016457845,0,0.963933207596489,0.46224795215818937,0.5381547482769928,3.877414561516071,0.0662702507408462,0.7217353487171391,nan,80,False,80
3,Yacht,1,contaminated_10pct,308,246,62,6,256,0.09167509016457845,24,1.0611308461640998,4.185835300550739,5.274944027935482,3.971704211912153,0.05556158620092602,0.6867177205221234,1.0,80,False,80
3,Yacht,2,clean,308,246,62,6,256,0.09185730576526584,0,1.748693928342628,0.5326456811431023,0.4845338869740749,3.8221339362382944,0.08805866433111503,0.6384432043314852,nan,80,False,80
3,Yacht,2,contaminated_10pct,308,246,62,6,256,0.09185730576526584,24,1.6591438058610701,5.731258036357778,6.353636736668854,3.895392923408303,0.1907587471808272,0.6517747316754947,1.0,80,False,80
3,Yacht,3,clean,308,246,62,6,256,0.09357980741775035,0,1.5586647946011245,0.6144751030031935,0.5854215268276769,4.112304368654048,0.07675001926126339,0.6526871147861665,nan,80,False,80
3,Yacht,3,contaminated_10pct,308,246,62,6,256,0.09357980741775035,24,1.4514624357322399,7.224539170205398,8.066814037358895,4.331525706689691,0.21342978651673758,0.6404409271357087,1.0,80,False,80
3,Yacht,4,clean,308,246,62,6,256,0.09311857243101868,0,1.874520301964974,0.7162819851851456,0.6903397449685519,5.002020139857825,0.06168711523603203,0.6638104367380955,nan,80,False,80
3,Yacht,4,contaminated_10pct,308,246,62,6,256,0.09311857243101868,24,1.8997734444112806,6.073178457666961,6.207815718902515,5.242129825969727,0.17454184969364336,0.6707507794983854,1.0,80,False,80
3,Yacht,5,clean,308,246,62,6,256,0.0924926229121219,0,2.1494948265843057,0.6616641803405796,0.7110589962735198,4.743365085335582,0.06313849981194478,0.6500183574935311,nan,80,False,80
3,Yacht,5,contaminated_10pct,308,246,62,6,256,0.0924926229121219,24,2.4527704829630554,7.118537898317237,8.131029934314698,5.127526995371862,0.14283386855717878,0.6307315604994492,1.0,80,False,80
3,Yacht,6,clean,308,246,62,6,256,0.09209646414533557,0,1.4373747356609456,0.533941077743119,0.6187154946634769,6.401825529724504,0.034549096917465424,0.7093778374866889,nan,80,False,80
3,Yacht,6,contaminated_10pct,308,246,62,6,256,0.09209646414533557,24,1.8225226940910912,7.692389669238126,7.944297803344724,6.568408146549225,0.0643007960376044,0.6503178695692846,1.0,80,False,80
3,Yacht,7,clean,308,246,62,6,256,0.09476859105535754,0,1.3069014246699395,0.48923936925597794,0.5273831888012507,4.050356300081423,0.07350775595742741,0.6323942407170162,nan,80,False,80
3,Yacht,7,contaminated_10pct,308,246,62,6,256,0.09476859105535754,24,1.5744562642659248,8.567746235697898,8.942730758161405,4.1953551492879635,0.33623889680700114,0.6281492711416564,1.0,80,False,80
3,Yacht,8,clean,308,246,62,6,256,0.09341373550061659,0,1.2202936288767527,1.1773287453072836,1.0381111777149266,3.4898880815720212,0.11070724120627551,0.6676244854894204,nan,80,False,80
3,Yacht,8,contaminated_10pct,308,246,62,6,256,0.09341373550061659,24,1.5093167525160842,6.560974351750404,6.888439941844061,3.6987277060905757,0.27544671318922004,0.6696504363876221,1.0,80,False,80
3,Yacht,9,clean,308,246,62,6,256,0.09405444737498506,0,2.824152518604297,0.8980653497046133,0.9228353301454598,5.557613814448264,0.10923688262936479,0.6218093093925399,nan,80,False,80
3,Yacht,9,contaminated_10pct,308,246,62,6,256,0.09405444737498506,24,2.440355590315866,6.998155461929377,7.553208286540208,5.910425782575859,0.2546894241650668,0.5962157031881645,1.0,80,False,80
