route,dataset,seed,condition,original_rows,train_rows,test_rows,raw_features,rff_features,rff_gamma,outliers,rmse_joint,rmse_model_only,rmse_ridge,rmse_huber,weight_ess_joint,data_ess_joint,outlier_recall_joint,joint_iterations,joint_converged,model_only_iterations
2,Boston,0,clean,506,404,102,13,256,0.04407415365544608,0,4.402186377379524,5.271239494907758,4.209290978444071,4.573605476308873,0.14272859526064924,0.5204298710273677,nan,80,False,80
2,Boston,0,contaminated_10pct,506,404,102,13,256,0.04407415365544608,40,5.162314992744261,5.971446364699745,5.313264826421072,4.819807212942809,0.3112306148981041,0.5374733211990398,0.975,80,False,80
2,Boston,1,clean,506,404,102,13,256,0.04652604848089527,0,3.0601567218640873,3.080701865737812,2.6862468146292424,3.0237176360775297,0.16446750802606905,0.5320821100117171,nan,80,False,80
2,Boston,1,contaminated_10pct,506,404,102,13,256,0.04652604848089527,40,3.2136755916198174,4.904457623756168,4.220983605812998,3.106857594933635,0.23326199093147254,0.5330891663870615,0.925,80,False,80
2,Boston,2,clean,506,404,102,13,256,0.046048050927501076,0,2.9975811300771777,3.3233551600645046,2.6258027349890107,2.5717709598411345,0.11523122786197365,0.5147922342144051,nan,80,False,80
2,Boston,2,contaminated_10pct,506,404,102,13,256,0.046048050927501076,40,3.2011962572414268,5.3149221752849,3.6707840735360913,2.905929688948526,0.2349654542520119,0.5500595434913953,0.925,80,False,80
2,Boston,3,clean,506,404,102,13,256,0.043838490276401305,0,3.527221744590794,3.6806004663899348,4.147590649752729,3.4881893772673433,0.0860392720644318,0.5244260729083925,nan,80,False,80
2,Boston,3,contaminated_10pct,506,404,102,13,256,0.043838490276401305,40,3.7401587693416265,4.955766423824683,4.300022122669572,3.7624952143985237,0.17839456408103374,0.5296206381054664,0.95,80,False,80
2,Boston,4,clean,506,404,102,13,256,0.0457934303860362,0,3.465558818924809,3.555298878823835,3.1679613613331337,3.898929462511818,0.14518505264671655,0.5138566019776807,nan,80,False,80
2,Boston,4,contaminated_10pct,506,404,102,13,256,0.0457934303860362,40,3.8099958305203447,5.268174002724403,4.7899055676542215,3.790646200243456,0.39907370650024504,0.5270864019721904,0.95,80,False,80
2,Boston,5,clean,506,404,102,13,256,0.04597593123535368,0,2.8878800825296067,3.0986000545685326,2.9809949444160515,2.884810886331667,0.1298688971057948,0.5160671210948368,nan,80,False,80
2,Boston,5,contaminated_10pct,506,404,102,13,256,0.04597593123535368,40,3.1289481567261137,5.0091730761376745,4.121102487890619,2.9394037408503233,0.26866729784610427,0.5377659321531666,0.975,80,False,80
2,Boston,6,clean,506,404,102,13,256,0.04452491173850741,0,3.942276827941876,4.188553406872628,3.544892151205489,3.734899782399977,0.16646117631353896,0.522629147045972,nan,80,False,80
2,Boston,6,contaminated_10pct,506,404,102,13,256,0.04452491173850741,40,3.896106770370208,5.037219384903928,4.541087981168187,3.697217165524468,0.2887341998313755,0.5447182204003628,0.975,80,False,80
2,Boston,7,clean,506,404,102,13,256,0.0451483056104304,0,3.3949999083582862,3.278775626495041,3.43496770183934,4.2683587150634,0.15679166275206854,0.5252904108519388,nan,80,False,80
2,Boston,7,contaminated_10pct,506,404,102,13,256,0.0451483056104304,40,3.8427804887274815,4.269122864160974,4.786731983236662,4.577737107849162,0.29127117724863827,0.5354542320877391,0.95,80,False,80
2,Boston,8,clean,506,404,102,13,256,0.045574497206873114,0,3.2698482799662743,2.8648990884453145,3.3954051634785936,3.500521778083429,0.12643491252270994,0.5133486593452257,nan,80,False,80
2,Boston,8,contaminated_10pct,506,404,102,13,256,0.045574497206873114,40,3.509517709847047,4.655483916339077,4.149743269030236,3.41245780625494,0.2077933072018315,0.5218033339113739,0.95,80,False,80
2,Boston,9,clean,506,404,102,13,256,0.04606317897408039,0,2.8569712842798665,4.0135744250873655,3.104628517660737,3.1556353951426557,0.14187945367212126,0.5216815475961947,nan,80,False,80
2,Boston,9,contaminated_10pct,506,404,102,13,256,0.04606317897408039,40,4.470270131917487,5.929147397259252,4.8745057939369065,3.5794387116711075,0.26495826426432784,0.5399710941433448,0.925,80,False,80
